,FL_DATE,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
161,2019-01-02,19930,359,JFK,"New York, NY",SEA,"Seattle, WA",1840,1835.0,-5.0,34.0,5.0,2212,2218.0,6.0,0.0,,0.0,,,,,
162,2019-01-02,19930,426,SEA,"Seattle, WA",JFK,"New York, NY",735,735.0,0.0,20.0,7.0,1549,1535.0,-14.0,0.0,,0.0,,,,,
163,2019-01-02,19930,1005,AUS,"Austin, TX",SEA,"Seattle, WA",1915,1918.0,3.0,15.0,13.0,2200,2148.0,-12.0,0.0,,0.0,,,,,
164,2019-01-02,19930,774,SEA,"Seattle, WA",AUS,"Austin, TX",1745,1800.0,15.0,23.0,6.0,2334,4.0,30.0,0.0,,0.0,0.0,0.0,15.0,0.0,15.0
165,2019-01-02,19930,163,AUS,"Austin, TX",SEA,"Seattle, WA",610,607.0,-3.0,19.0,10.0,853,831.0,-22.0,0.0,,0.0,,,,,
166,2019-01-02,19790,667,SEA,"Seattle, WA",AUS,"Austin, TX",1233,1308.0,35.0,12.0,20.0,1843,1913.0,30.0,0.0,,0.0,0.0,0.0,1.0,0.0,29.0
168,2019-01-02,19790,2205,JFK,"New York, NY",SEA,"Seattle, WA",1545,1541.0,-4.0,34.0,7.0,1915,1858.0,-17.0,0.0,,0.0,,,,,
169,2019-01-02,19790,1542,SEA,"Seattle, WA",JFK,"New York, NY",1540,1603.0,23.0,11.0,6.0,2358,2348.0,-10.0,0.0,,0.0,,,,,
170,2019-01-02,19790,1109,SEA,"Seattle, WA",JFK,"New York, NY",1145,1142.0,-3.0,30.0,14.0,2003,1947.0,-16.0,0.0,,0.0,,,,,
171,2019-01-02,19790,2970,JFK,"New York, NY",SEA,"Seattle, WA",1837,1838.0,1.0,47.0,6.0,2210,2225.0,15.0,0.0,,0.0,0.0,0.0,15.0,0.0,0.0
172,2019-01-02,19790,2961,JFK,"New York, NY",SEA,"Seattle, WA",700,655.0,-5.0,20.0,5.0,1036,1000.0,-36.0,0.0,,0.0,,,,,
173,2019-01-02,20409,464,SEA,"Seattle, WA",JFK,"New York, NY",1316,1309.0,-7.0,15.0,24.0,2125,2119.0,-6.0,0.0,,0.0,,,,,
174,2019-01-02,20409,264,SEA,"Seattle, WA",JFK,"New York, NY",2215,2214.0,-1.0,19.0,4.0,625,613.0,-12.0,0.0,,0.0,,,,,
175,2019-01-02,20409,263,JFK,"New York, NY",SEA,"Seattle, WA",1744,1736.0,-8.0,24.0,3.0,2105,2109.0,4.0,0.0,,0.0,,,,,
176,2019-01-02,20409,63,JFK,"New York, NY",SEA,"Seattle, WA",844,842.0,-2.0,27.0,6.0,1206,1149.0,-17.0,0.0,,0.0,,,,,
177,2019-01-02,19930,1144,SEA,"Seattle, WA",AUS,"Austin, TX",1205,1212.0,7.0,23.0,6.0,1805,1820.0,15.0,0.0,,0.0,7.0,0.0,8.0,0.0,0.0
178,2019-01-02,19790,2590,SEA,"Seattle, WA",JFK,"New York, NY",2309,2323.0,14.0,14.0,8.0,725,741.0,16.0,0.0,,0.0,0.0,0.0,2.0,0.0,14.0
179,2019-01-02,19790,2498,JFK,"New York, NY",SEA,"Seattle, WA",1105,1108.0,3.0,28.0,6.0,1436,1419.0,-17.0,0.0,,0.0,,,,,
180,2019-01-03,19790,667,AUS,"Austin, TX",SEA,"Seattle, WA",1928,1921.0,-7.0,14.0,23.0,2210,2204.0,-6.0,0.0,,0.0,,,,,
181,2019-01-03,19790,667,SEA,"Seattle, WA",AUS,"Austin, TX",1233,1228.0,-5.0,27.0,7.0,1843,1823.0,-20.0,0.0,,0.0,,,,,
182,2019-01-03,19930,163,AUS,"Austin, TX",SEA,"Seattle, WA",610,614.0,4.0,15.0,18.0,853,844.0,-9.0,0.0,,0.0,,,,,
184,2019-01-03,19930,1005,AUS,"Austin, TX",SEA,"Seattle, WA",1915,1953.0,38.0,13.0,10.0,2200,2230.0,30.0,0.0,,0.0,30.0,0.0,0.0,0.0,0.0
185,2019-01-03,19930,1144,SEA,"Seattle, WA",AUS,"Austin, TX",1205,1158.0,-7.0,31.0,6.0,1805,1804.0,-1.0,0.0,,0.0,,,,,
186,2019-01-03,19930,1033,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1155,1151.0,-4.0,27.0,16.0,1450,1456.0,6.0,0.0,,0.0,,,,,
187,2019-01-03,19930,1039,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1305,1257.0,-8.0,23.0,11.0,1600,1541.0,-19.0,0.0,,0.0,,,,,
188,2019-01-03,19805,305,MIA,"Miami, FL",SEA,"Seattle, WA",1952,2008.0,16.0,22.0,10.0,2344,2329.0,-15.0,0.0,,0.0,,,,,
189,2019-01-03,19930,1031,LAX,"Los Angeles, CA",SEA,"Seattle, WA",950,953.0,3.0,21.0,15.0,1245,1247.0,2.0,0.0,,0.0,,,,,
190,2019-01-03,19790,2190,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1120,1120.0,0.0,15.0,7.0,1357,1350.0,-7.0,0.0,,0.0,,,,,
191,2019-01-03,19790,1906,LAX,"Los Angeles, CA",SEA,"Seattle, WA",755,753.0,-2.0,12.0,8.0,1102,1033.0,-29.0,0.0,,0.0,,,,,
192,2019-01-03,19790,1665,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1345,1342.0,-3.0,17.0,7.0,1626,1612.0,-14.0,0.0,,0.0,,,,,
193,2019-01-03,19790,1652,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1710,1706.0,-4.0,14.0,12.0,1944,1942.0,-2.0,0.0,,0.0,,,,,
194,2019-01-03,19790,1574,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1210,1207.0,-3.0,33.0,7.0,1455,1455.0,0.0,0.0,,0.0,,,,,
195,2019-01-03,19790,1538,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1000,959.0,-1.0,14.0,15.0,1300,1245.0,-15.0,0.0,,0.0,,,,,
196,2019-01-03,19790,1380,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1300,1258.0,-2.0,10.0,18.0,1556,1536.0,-20.0,0.0,,0.0,,,,,
197,2019-01-03,19790,1256,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1715,1714.0,-1.0,17.0,6.0,2008,1948.0,-20.0,0.0,,0.0,,,,,
198,2019-01-03,19790,1181,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2050,2046.0,-4.0,13.0,8.0,2344,2315.0,-29.0,0.0,,0.0,,,,,
199,2019-01-03,19790,1098,SEA,"Seattle, WA",LAX,"Los Angeles, CA",757,757.0,0.0,28.0,11.0,1050,1041.0,-9.0,0.0,,0.0,,,,,
200,2019-01-03,19790,702,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1856,1853.0,-3.0,13.0,8.0,2130,2125.0,-5.0,0.0,,0.0,,,,,
201,2019-01-03,19790,377,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1935,1935.0,0.0,14.0,23.0,2225,2231.0,6.0,0.0,,0.0,,,,,
202,2019-01-03,19790,129,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1110,1103.0,-7.0,14.0,6.0,1421,1341.0,-40.0,0.0,,0.0,,,,,
203,2019-01-03,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",935,931.0,-4.0,18.0,12.0,1214,1209.0,-5.0,0.0,,0.0,,,,,
204,2019-01-03,19930,551,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1040,1036.0,-4.0,27.0,9.0,1341,1322.0,-19.0,0.0,,0.0,,,,,
205,2019-01-03,19930,1007,LAX,"Los Angeles, CA",SEA,"Seattle, WA",500,456.0,-4.0,18.0,9.0,757,742.0,-15.0,0.0,,0.0,,,,,
207,2019-01-03,19930,1041,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1415,1408.0,-7.0,14.0,6.0,1710,1650.0,-20.0,0.0,,0.0,,,,,
210,2019-01-03,19930,1610,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1710,1710.0,0.0,15.0,20.0,1952,1955.0,3.0,0.0,,0.0,,,,,
211,2019-01-03,19930,349,JFK,"New York, NY",SEA,"Seattle, WA",1035,1042.0,7.0,28.0,8.0,1408,1402.0,-6.0,0.0,,0.0,,,,,
213,2019-01-03,19930,426,SEA,"Seattle, WA",JFK,"New York, NY",735,738.0,3.0,18.0,3.0,1549,1537.0,-12.0,0.0,,0.0,,,,,
214,2019-01-03,20409,63,JFK,"New York, NY",SEA,"Seattle, WA",844,843.0,-1.0,13.0,21.0,1206,1202.0,-4.0,0.0,,0.0,,,,,
215,2019-01-03,20409,263,JFK,"New York, NY",SEA,"Seattle, WA",1744,1737.0,-7.0,18.0,8.0,2105,2107.0,2.0,0.0,,0.0,,,,,
216,2019-01-03,19790,2266,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1535,1527.0,-8.0,17.0,7.0,1813,1803.0,-10.0,0.0,,0.0,,,,,
217,2019-01-03,19930,18,SEA,"Seattle, WA",JFK,"New York, NY",2155,2204.0,9.0,13.0,7.0,604,611.0,7.0,0.0,,0.0,,,,,
218,2019-01-03,20304,5608,LAX,"Los Angeles, CA",SEA,"Seattle, WA",816,815.0,-1.0,39.0,9.0,1129,1137.0,8.0,0.0,,0.0,,,,,
219,2019-01-03,20304,5384,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1205,1204.0,-1.0,31.0,9.0,1503,1453.0,-10.0,0.0,,0.0,,,,,
220,2019-01-03,20304,5191,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1855,1853.0,-2.0,23.0,10.0,2153,2145.0,-8.0,0.0,,0.0,,,,,
221,2019-01-03,20409,264,SEA,"Seattle, WA",JFK,"New York, NY",2215,2217.0,2.0,16.0,5.0,625,622.0,-3.0,0.0,,0.0,,,,,
222,2019-01-03,20409,464,SEA,"Seattle, WA",JFK,"New York, NY",1316,1314.0,-2.0,18.0,17.0,2125,2116.0,-9.0,0.0,,0.0,,,,,
223,2019-01-03,19805,2312,SEA,"Seattle, WA",MIA,"Miami, FL",1156,1155.0,-1.0,25.0,7.0,2043,2052.0,9.0,0.0,,0.0,,,,,
224,2019-01-03,19805,2312,MIA,"Miami, FL",SEA,"Seattle, WA",700,657.0,-3.0,21.0,15.0,1049,1051.0,2.0,0.0,,0.0,,,,,
225,2019-01-03,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1505,1457.0,-8.0,15.0,14.0,1819,1745.0,-34.0,0.0,,0.0,,,,,
226,2019-01-03,19805,1445,JFK,"New York, NY",SEA,"Seattle, WA",1835,1832.0,-3.0,26.0,10.0,2209,2159.0,-10.0,0.0,,0.0,,,,,
227,2019-01-03,19805,2522,SEA,"Seattle, WA",JFK,"New York, NY",745,742.0,-3.0,28.0,6.0,1601,1552.0,-9.0,0.0,,0.0,,,,,
228,2019-01-03,19790,2970,JFK,"New York, NY",SEA,"Seattle, WA",1837,1842.0,5.0,28.0,11.0,2210,2201.0,-9.0,0.0,,0.0,,,,,
229,2019-01-03,19930,1736,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2150,2201.0,11.0,22.0,8.0,32,43.0,11.0,0.0,,0.0,,,,,
231,2019-01-03,19930,1754,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,559.0,-1.0,22.0,21.0,846,848.0,2.0,0.0,,0.0,,,,,
232,2019-01-03,19930,1756,SEA,"Seattle, WA",LAX,"Los Angeles, CA",855,920.0,25.0,15.0,11.0,1142,1154.0,12.0,0.0,,0.0,,,,,
233,2019-01-03,19930,1774,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1815,1812.0,-3.0,19.0,9.0,2100,2053.0,-7.0,0.0,,0.0,,,,,
234,2019-01-03,19930,1780,SEA,"Seattle, WA",LAX,"Los Angeles, CA",700,655.0,-5.0,21.0,14.0,947,938.0,-9.0,0.0,,0.0,,,,,
235,2019-01-03,19805,1471,SEA,"Seattle, WA",MIA,"Miami, FL",2126,2125.0,-1.0,21.0,6.0,600,602.0,2.0,0.0,,0.0,,,,,
236,2019-01-03,19930,1784,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1015,1010.0,-5.0,28.0,4.0,1302,1249.0,-13.0,0.0,,0.0,,,,,
237,2019-01-03,19930,1797,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1750,1750.0,0.0,15.0,9.0,2046,2034.0,-12.0,0.0,,0.0,,,,,
238,2019-01-03,19790,2205,JFK,"New York, NY",SEA,"Seattle, WA",1545,1547.0,2.0,34.0,10.0,1915,1901.0,-14.0,0.0,,0.0,,,,,
239,2019-01-03,19790,2218,SEA,"Seattle, WA",JFK,"New York, NY",750,748.0,-2.0,27.0,6.0,1602,1548.0,-14.0,0.0,,0.0,,,,,
240,2019-01-03,19790,2590,SEA,"Seattle, WA",JFK,"New York, NY",2309,2307.0,-2.0,15.0,10.0,725,708.0,-17.0,0.0,,0.0,,,,,
241,2019-01-03,19790,2961,JFK,"New York, NY",SEA,"Seattle, WA",700,656.0,-4.0,25.0,6.0,1036,1040.0,4.0,0.0,,0.0,,,,,
242,2019-01-03,19790,2965,SEA,"Seattle, WA",JFK,"New York, NY",1305,1302.0,-3.0,20.0,8.0,2123,2055.0,-28.0,0.0,,0.0,,,,,
243,2019-01-03,19930,1047,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2335,2351.0,16.0,19.0,5.0,232,222.0,-10.0,0.0,,0.0,,,,,
244,2019-01-03,19977,2340,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,555.0,-5.0,21.0,12.0,849,834.0,-15.0,0.0,,0.0,,,,,
245,2019-01-03,19790,1349,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1500,1500.0,0.0,14.0,5.0,1758,1731.0,-27.0,0.0,,0.0,,,,,
246,2019-01-03,19930,220,SEA,"Seattle, WA",LAX,"Los Angeles, CA",500,458.0,-2.0,10.0,16.0,750,735.0,-15.0,0.0,,0.0,,,,,
247,2019-01-03,19690,28,HNL,"Honolulu, HI",SEA,"Seattle, WA",2230,2229.0,-1.0,13.0,9.0,605,550.0,-15.0,0.0,,0.0,,,,,
248,2019-01-03,19690,27,SEA,"Seattle, WA",HNL,"Honolulu, HI",1115,1110.0,-5.0,15.0,11.0,1535,1533.0,-2.0,0.0,,0.0,,,,,
249,2019-01-03,19690,22,HNL,"Honolulu, HI",SEA,"Seattle, WA",1425,1518.0,53.0,23.0,5.0,2200,2251.0,51.0,0.0,,0.0,27.0,0.0,0.0,24.0,0.0
250,2019-01-03,19690,21,SEA,"Seattle, WA",HNL,"Honolulu, HI",835,834.0,-1.0,29.0,21.0,1250,1316.0,26.0,0.0,,0.0,26.0,0.0,0.0,0.0,0.0
251,2019-01-03,19930,894,HNL,"Honolulu, HI",SEA,"Seattle, WA",1210,1203.0,-7.0,22.0,11.0,1959,1931.0,-28.0,0.0,,0.0,,,,,
252,2019-01-03,19930,893,SEA,"Seattle, WA",HNL,"Honolulu, HI",1748,1752.0,4.0,25.0,6.0,2225,2217.0,-8.0,0.0,,0.0,,,,,
253,2019-01-03,19930,864,HNL,"Honolulu, HI",SEA,"Seattle, WA",1440,1434.0,-6.0,32.0,12.0,2228,2234.0,6.0,0.0,,0.0,,,,,
255,2019-01-03,19930,859,SEA,"Seattle, WA",HNL,"Honolulu, HI",700,705.0,5.0,14.0,3.0,1142,1132.0,-10.0,0.0,,0.0,,,,,
256,2019-01-03,19930,851,SEA,"Seattle, WA",HNL,"Honolulu, HI",1140,1134.0,-6.0,13.0,8.0,1622,1605.0,-17.0,0.0,,0.0,,,,,
257,2019-01-03,19790,2904,SEA,"Seattle, WA",HNL,"Honolulu, HI",1731,1730.0,-1.0,26.0,7.0,2200,2152.0,-8.0,0.0,,0.0,,,,,
258,2019-01-03,19790,2218,HNL,"Honolulu, HI",SEA,"Seattle, WA",2315,2307.0,-8.0,30.0,7.0,710,642.0,-28.0,0.0,,0.0,,,,,
259,2019-01-03,19790,1568,SEA,"Seattle, WA",HNL,"Honolulu, HI",805,802.0,-3.0,35.0,3.0,1246,1248.0,2.0,0.0,,0.0,,,,,
260,2019-01-03,19977,1822,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1940,1934.0,-6.0,18.0,9.0,2244,2222.0,-22.0,0.0,,0.0,,,,,
261,2019-01-03,19790,1947,HNL,"Honolulu, HI",SEA,"Seattle, WA",1405,1403.0,-2.0,21.0,9.0,2156,2137.0,-19.0,0.0,,0.0,,,,,
262,2019-01-03,19930,444,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1940,1938.0,-2.0,11.0,12.0,2226,2214.0,-12.0,0.0,,0.0,,,,,
263,2019-01-03,19930,453,LAX,"Los Angeles, CA",SEA,"Seattle, WA",700,653.0,-7.0,31.0,6.0,1001,948.0,-13.0,0.0,,0.0,,,,,
264,2019-01-03,19930,467,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1934,1930.0,-4.0,18.0,10.0,2230,2210.0,-20.0,0.0,,0.0,,,,,
265,2019-01-03,19930,428,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1500,1456.0,-4.0,12.0,11.0,1746,1730.0,-16.0,0.0,,0.0,,,,,
266,2019-01-03,19930,424,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1400,1425.0,25.0,16.0,18.0,1651,1712.0,21.0,0.0,,0.0,21.0,0.0,0.0,0.0,0.0
267,2019-01-03,19930,432,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1145,1140.0,-5.0,14.0,15.0,1436,1425.0,-11.0,0.0,,0.0,,,,,
268,2019-01-03,19930,439,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1540,1535.0,-5.0,20.0,7.0,1836,1826.0,-10.0,0.0,,0.0,,,,,
269,2019-01-04,19790,1652,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1710,1705.0,-5.0,9.0,7.0,1944,1938.0,-6.0,0.0,,0.0,,,,,
270,2019-01-04,19790,1538,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1000,956.0,-4.0,13.0,22.0,1300,1237.0,-23.0,0.0,,0.0,,,,,
271,2019-01-04,19790,1906,LAX,"Los Angeles, CA",SEA,"Seattle, WA",755,751.0,-4.0,19.0,27.0,1102,1057.0,-5.0,0.0,,0.0,,,,,
273,2019-01-04,20304,5384,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1205,1200.0,-5.0,31.0,8.0,1503,1457.0,-6.0,0.0,,0.0,,,,,
274,2019-01-04,19790,1380,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1300,1302.0,2.0,14.0,8.0,1556,1535.0,-21.0,0.0,,0.0,,,,,
275,2019-01-04,19790,1349,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1500,1458.0,-2.0,9.0,9.0,1758,1725.0,-33.0,0.0,,0.0,,,,,
276,2019-01-04,19790,1256,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1715,1716.0,1.0,12.0,8.0,2008,1944.0,-24.0,0.0,,0.0,,,,,
277,2019-01-04,19790,1181,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2050,2045.0,-5.0,9.0,20.0,2344,2316.0,-28.0,0.0,,0.0,,,,,
278,2019-01-04,19790,1574,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1210,1205.0,-5.0,21.0,17.0,1455,1500.0,5.0,0.0,,0.0,,,,,
279,2019-01-04,19790,1665,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1345,1342.0,-3.0,15.0,8.0,1626,1621.0,-5.0,0.0,,0.0,,,,,
280,2019-01-04,19930,444,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1940,1939.0,-1.0,13.0,9.0,2226,2217.0,-9.0,0.0,,0.0,,,,,
281,2019-01-04,19930,1031,LAX,"Los Angeles, CA",SEA,"Seattle, WA",950,948.0,-2.0,46.0,8.0,1245,1257.0,12.0,0.0,,0.0,,,,,
282,2019-01-04,19930,1013,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,552.0,-8.0,26.0,10.0,855,842.0,-13.0,0.0,,0.0,,,,,
283,2019-01-04,19930,1007,LAX,"Los Angeles, CA",SEA,"Seattle, WA",500,454.0,-6.0,20.0,15.0,757,739.0,-18.0,0.0,,0.0,,,,,
284,2019-01-04,19930,551,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1040,1034.0,-6.0,28.0,6.0,1341,1320.0,-21.0,0.0,,0.0,,,,,
285,2019-01-04,19790,1098,SEA,"Seattle, WA",LAX,"Los Angeles, CA",757,756.0,-1.0,30.0,7.0,1050,1047.0,-3.0,0.0,,0.0,,,,,
286,2019-01-04,19930,467,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1934,1931.0,-3.0,21.0,15.0,2230,2213.0,-17.0,0.0,,0.0,,,,,
287,2019-01-04,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1505,1500.0,-5.0,14.0,6.0,1819,1725.0,-54.0,0.0,,0.0,,,,,
288,2019-01-04,20304,5608,LAX,"Los Angeles, CA",SEA,"Seattle, WA",816,813.0,-3.0,35.0,11.0,1129,1119.0,-10.0,0.0,,0.0,,,,,
289,2019-01-04,19930,220,SEA,"Seattle, WA",LAX,"Los Angeles, CA",500,502.0,2.0,13.0,14.0,750,746.0,-4.0,0.0,,0.0,,,,,
290,2019-01-04,19930,424,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1400,1357.0,-3.0,20.0,11.0,1651,1644.0,-7.0,0.0,,0.0,,,,,
291,2019-01-04,19930,432,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1145,1144.0,-1.0,15.0,9.0,1436,1430.0,-6.0,0.0,,0.0,,,,,
292,2019-01-04,19930,439,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1540,1532.0,-8.0,30.0,10.0,1836,1818.0,-18.0,0.0,,0.0,,,,,
294,2019-01-04,19790,702,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1856,1853.0,-3.0,14.0,7.0,2130,2131.0,1.0,0.0,,0.0,,,,,
295,2019-01-04,19790,2961,JFK,"New York, NY",SEA,"Seattle, WA",700,656.0,-4.0,36.0,5.0,1036,1024.0,-12.0,0.0,,0.0,,,,,
296,2019-01-04,19790,129,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1110,1106.0,-4.0,16.0,3.0,1421,1334.0,-47.0,0.0,,0.0,,,,,
297,2019-01-04,19805,1471,SEA,"Seattle, WA",MIA,"Miami, FL",2126,2126.0,0.0,14.0,11.0,600,603.0,3.0,0.0,,0.0,,,,,
299,2019-01-04,19805,2312,SEA,"Seattle, WA",MIA,"Miami, FL",1156,1150.0,-6.0,20.0,24.0,2043,2050.0,7.0,0.0,,0.0,,,,,
300,2019-01-04,19805,2312,MIA,"Miami, FL",SEA,"Seattle, WA",700,656.0,-4.0,13.0,21.0,1049,1044.0,-5.0,0.0,,0.0,,,,,
301,2019-01-04,19930,426,SEA,"Seattle, WA",JFK,"New York, NY",735,736.0,1.0,16.0,5.0,1549,1533.0,-16.0,0.0,,0.0,,,,,
302,2019-01-04,19930,359,JFK,"New York, NY",SEA,"Seattle, WA",1840,1834.0,-6.0,25.0,11.0,2212,2201.0,-11.0,0.0,,0.0,,,,,
303,2019-01-04,19930,349,JFK,"New York, NY",SEA,"Seattle, WA",1035,1037.0,2.0,17.0,5.0,1408,1359.0,-9.0,0.0,,0.0,,,,,
304,2019-01-04,19930,18,SEA,"Seattle, WA",JFK,"New York, NY",2155,2155.0,0.0,17.0,10.0,604,557.0,-7.0,0.0,,0.0,,,,,
305,2019-01-04,19805,1445,JFK,"New York, NY",SEA,"Seattle, WA",1835,1834.0,-1.0,22.0,9.0,2209,2204.0,-5.0,0.0,,0.0,,,,,
306,2019-01-04,19805,2522,SEA,"Seattle, WA",JFK,"New York, NY",745,738.0,-7.0,29.0,11.0,1601,1550.0,-11.0,0.0,,0.0,,,,,
307,2019-01-04,20409,464,SEA,"Seattle, WA",JFK,"New York, NY",1316,1307.0,-9.0,15.0,17.0,2125,2117.0,-8.0,0.0,,0.0,,,,,
308,2019-01-04,20409,264,SEA,"Seattle, WA",JFK,"New York, NY",2215,2221.0,6.0,14.0,7.0,625,610.0,-15.0,0.0,,0.0,,,,,
309,2019-01-04,20409,263,JFK,"New York, NY",SEA,"Seattle, WA",1744,1739.0,-5.0,15.0,22.0,2105,2111.0,6.0,0.0,,0.0,,,,,
310,2019-01-04,20409,63,JFK,"New York, NY",SEA,"Seattle, WA",844,841.0,-3.0,12.0,20.0,1206,1200.0,-6.0,0.0,,0.0,,,,,
311,2019-01-04,19790,2970,JFK,"New York, NY",SEA,"Seattle, WA",1837,1840.0,3.0,35.0,11.0,2210,2215.0,5.0,0.0,,0.0,,,,,
312,2019-01-04,19790,2965,SEA,"Seattle, WA",JFK,"New York, NY",1305,1303.0,-2.0,12.0,6.0,2123,2057.0,-26.0,0.0,,0.0,,,,,
313,2019-01-04,19930,1039,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1305,1302.0,-3.0,18.0,8.0,1600,1531.0,-29.0,0.0,,0.0,,,,,
314,2019-01-04,19790,2590,SEA,"Seattle, WA",JFK,"New York, NY",2304,2315.0,11.0,15.0,10.0,720,712.0,-8.0,0.0,,0.0,,,,,
315,2019-01-04,19790,2218,SEA,"Seattle, WA",JFK,"New York, NY",750,745.0,-5.0,28.0,8.0,1602,1547.0,-15.0,0.0,,0.0,,,,,
317,2019-01-04,19977,2340,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,553.0,-7.0,20.0,19.0,849,844.0,-5.0,0.0,,0.0,,,,,
318,2019-01-04,19977,1822,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1940,1948.0,8.0,18.0,5.0,2245,2217.0,-28.0,0.0,,0.0,,,,,
320,2019-01-04,19790,2266,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1535,1529.0,-6.0,15.0,10.0,1813,1812.0,-1.0,0.0,,0.0,,,,,
321,2019-01-04,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",935,928.0,-7.0,15.0,7.0,1214,1204.0,-10.0,0.0,,0.0,,,,,
322,2019-01-04,19790,377,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1935,1934.0,-1.0,12.0,43.0,2225,2232.0,7.0,0.0,,0.0,,,,,
323,2019-01-04,19930,1041,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1415,1417.0,2.0,21.0,7.0,1710,1657.0,-13.0,0.0,,0.0,,,,,
324,2019-01-04,19930,1610,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1710,1708.0,-2.0,27.0,16.0,1952,2008.0,16.0,0.0,,0.0,0.0,0.0,16.0,0.0,0.0
325,2019-01-04,19930,1047,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2335,2327.0,-8.0,24.0,4.0,232,159.0,-33.0,0.0,,0.0,,,,,
326,2019-01-04,19790,667,AUS,"Austin, TX",SEA,"Seattle, WA",1928,1919.0,-9.0,15.0,48.0,2210,2219.0,9.0,0.0,,0.0,,,,,
327,2019-01-04,19930,1781,LAX,"Los Angeles, CA",SEA,"Seattle, WA",800,806.0,6.0,30.0,9.0,1055,1058.0,3.0,0.0,,0.0,,,,,
329,2019-01-04,19930,893,SEA,"Seattle, WA",HNL,"Honolulu, HI",1748,1747.0,-1.0,26.0,8.0,2225,2159.0,-26.0,0.0,,0.0,,,,,
